,asset_name,date,opening_value,closing_value,period_yield
2284,Európai részvény eszközalap,2025-10-27,2.6607,2.6607,0.0
2285,Európai vállalati kötvény eszközalap,2025-10-27,1.3335,1.3335,0.0
2286,Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-27,1.1439,1.1439,0.0
2287,Fejlõdõ ázsiai részvény eszközalap,2025-10-27,2.3507,2.3507,0.0
2288,Fenntartható növekedés részvény eszk.,2025-10-27,3.1898,3.1898,0.0
2289,Globális egészségügyi részvény eszk.,2025-10-27,3.4297,3.4297,0.0
2290,Globális növekedési részvény eszközalap,2025-10-27,2.2096,2.2096,0.0
2291,Kiegyensúlyozott vegyes eszközalap - D,2025-10-27,1.4375,1.4375,0.0
2292,Latin-amerikai részvény eszközalap,2025-10-27,1.1571,1.1571,0.0
2293,Magas kötvény arányú vegyes eszk. - D,2025-10-27,1.1225,1.1225,0.0
2294,Magas védelmû vegyes eszközalap,2025-10-27,1.1015,1.1015,0.0
2295,Nemz. élelmiszeripari cégek rv. ea - D,2025-10-27,3.2223,3.2223,0.0
2296,Nyersanyagpiaci részvény eszközalap,2025-10-27,1.3856,1.3856,0.0
2297,Presztízs- és luxusmárkák rv. ea.,2025-10-27,3.6688,3.6688,0.0
2298,USA részvény eszközalap,2025-10-27,4.5747,4.5747,0.0
2299,Ázsia kötvény eszközalap,2025-10-27,2.2777,2.2777,0.0
2300,Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-27,0.9559,0.9559,0.0
2301,Euró likviditás eszközalap - D,2025-10-27,0.9272,0.9272,0.0
2302,Európai ingatlancégek részv. eszközalap,2025-10-27,1.9095,1.9095,0.0
2303,Európai kötvény eszközalap - D,2025-10-27,1.2425,1.2425,0.0
2304,Európai részvény eszközalap,2025-10-27,2.6607,2.6607,0.0
2305,Európai vállalati kötvény eszközalap,2025-10-27,1.3335,1.3335,0.0
2306,Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-27,1.1439,1.1439,0.0
2307,Fejlõdõ ázsiai részvény eszközalap,2025-10-27,2.3507,2.3507,0.0
2308,Fenntartható növekedés részvény eszk.,2025-10-27,3.1898,3.1898,0.0
2309,Globális egészségügyi részvény eszk.,2025-10-27,3.4297,3.4297,0.0
2310,Globális növekedési részvény eszközalap,2025-10-27,2.2096,2.2096,0.0
2311,Kiegyensúlyozott vegyes eszközalap - D,2025-10-27,1.4375,1.4375,0.0
2312,Latin-amerikai részvény eszközalap,2025-10-27,1.1571,1.1571,0.0
2313,Magas kötvény arányú vegyes eszk. - D,2025-10-27,1.1225,1.1225,0.0
2314,Magas védelmû vegyes eszközalap,2025-10-27,1.1015,1.1015,0.0
2315,Nemz. élelmiszeripari cégek rv. ea - D,2025-10-27,3.2223,3.2223,0.0
2316,Nyersanyagpiaci részvény eszközalap,2025-10-27,1.3856,1.3856,0.0
2317,Presztízs- és luxusmárkák rv. ea.,2025-10-27,3.6688,3.6688,0.0
2318,USA részvény eszközalap,2025-10-27,4.5747,4.5747,0.0
2319,Ázsia kötvény eszközalap,2025-10-27,2.2777,2.2777,0.0
2320,Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-27,0.9559,0.9559,0.0
2321,Euró likviditás eszközalap - D,2025-10-27,0.9272,0.9272,0.0
2322,Európai ingatlancégek részv. eszközalap,2025-10-27,1.9095,1.9095,0.0
2323,Európai kötvény eszközalap - D,2025-10-27,1.2425,1.2425,0.0
2324,Európai részvény eszközalap,2025-10-27,2.6607,2.6607,0.0
2325,Európai vállalati kötvény eszközalap,2025-10-27,1.3335,1.3335,0.0
2326,Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-27,1.1439,1.1439,0.0
2327,Fejlõdõ ázsiai részvény eszközalap,2025-10-27,2.3507,2.3507,0.0
2328,Fenntartható növekedés részvény eszk.,2025-10-27,3.1898,3.1898,0.0
2329,Globális egészségügyi részvény eszk.,2025-10-27,3.4297,3.4297,0.0
2330,Globális növekedési részvény eszközalap,2025-10-27,2.2096,2.2096,0.0
2331,Kiegyensúlyozott vegyes eszközalap - D,2025-10-27,1.4375,1.4375,0.0
2332,Latin-amerikai részvény eszközalap,2025-10-27,1.1571,1.1571,0.0
2333,Magas kötvény arányú vegyes eszk. - D,2025-10-27,1.1225,1.1225,0.0
2334,Magas védelmû vegyes eszközalap,2025-10-27,1.1015,1.1015,0.0
2335,Nemz. élelmiszeripari cégek rv. ea - D,2025-10-27,3.2223,3.2223,0.0
2336,Nyersanyagpiaci részvény eszközalap,2025-10-27,1.3856,1.3856,0.0
2337,Presztízs- és luxusmárkák rv. ea.,2025-10-27,3.6688,3.6688,0.0
2338,USA részvény eszközalap,2025-10-27,4.5747,4.5747,0.0
2339,Ázsia kötvény eszközalap,2025-10-27,2.2777,2.2777,0.0
2340,Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-27,0.9559,0.9559,0.0
2341,Euró likviditás eszközalap - D,2025-10-27,0.9272,0.9272,0.0
2342,Európai ingatlancégek részv. eszközalap,2025-10-27,1.9095,1.9095,0.0
2343,Európai kötvény eszközalap - D,2025-10-27,1.2425,1.2425,0.0
2344,Európai részvény eszközalap,2025-10-27,2.6607,2.6607,0.0
