id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,yield_ratio,growth_factor,cumulative_growth,yield_ratio_cumprod,value_ma_50d,value_ma_100d,value_ma_200d,yield_ma_50d,yield_ma_100d,yield_ma_200d,ma50_diff,ma50_diff_ratio,ma100_diff,ma100_diff_ratio,ma200_diff,ma200_diff_ratio
31,Globális növekedési részvény eszközalap,2025-06-04,2.2862,2025-06-05,2.2886,0.0011,1.0011,1.0039,0.0039,,,,,,,,,,,,
32,Kiegyensúlyozott vegyes eszközalap - D,2025-06-04,1.3714,2025-06-05,1.3728,0.001,1.001,1.004,0.004,,,,,,,,,,,,
33,Latin-amerikai részvény eszközalap,2025-06-04,1.0942,2025-06-05,1.0992,0.0046,1.0046,1.014,0.014,,,,,,,,,,,,
34,Magas kötvény arányú vegyes eszk. - D,2025-06-04,1.0935,2025-06-05,1.0936,0.0,1.0,1.002,0.002,,,,,,,,,,,,
35,Magas védelmû vegyes eszközalap,2025-06-04,1.092,2025-06-05,1.0933,0.0012,1.0012,1.0017,0.0017,,,,,,,,,,,,
36,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-04,3.3222,2025-06-05,3.3293,0.0021,1.0021,1.0049,0.0049,,,,,,,,,,,,
37,Nyersanyagpiaci részvény eszközalap,2025-06-04,1.3136,2025-06-05,1.3232,0.0073,1.0073,1.0107,0.0107,,,,,,,,,,,,
38,Presztízs- és luxusmárkák rv. ea.,2025-06-04,3.3888,2025-06-05,3.3993,0.0031,1.0031,1.0174,0.0174,,,,,,,,,,,,
39,USA részvény eszközalap,2025-06-04,4.1587,2025-06-05,4.1499,-0.0021,0.9979,1.007,0.007,,,,,,,,,,,,
40,Ázsia kötvény eszközalap,2025-06-04,2.2275,2025-06-05,2.2305,0.0013,1.0013,1.0025,0.0025,,,,,,,,,,,,
41,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-05,0.9259,2025-06-06,0.9234,-0.0026,0.9974,1.0023,0.0023,,,,,,,,,,,,
42,Euró likviditás eszközalap - D,2025-06-05,0.9247,2025-06-06,0.9236,-0.0012,0.9988,0.9987,-0.0013,,,,,,,,,,,,
43,Európai ingatlancégek részv. eszközalap,2025-06-05,1.8868,2025-06-06,1.8852,-0.0008,0.9992,0.993,-0.007,,,,,,,,,,,,
44,Európai kötvény eszközalap - D,2025-06-05,1.2336,2025-06-06,1.2294,-0.0034,0.9966,0.9965,-0.0035,,,,,,,,,,,,
45,Európai részvény eszközalap,2025-06-05,2.5371,2025-06-06,2.5446,0.003,1.003,1.0093,0.0093,,,,,,,,,,,,
46,Európai vállalati kötvény eszközalap,2025-06-05,1.3133,2025-06-06,1.308,-0.004,0.996,0.9965,-0.0035,,,,,,,,,,,,
47,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-05,1.0243,2025-06-06,1.0333,0.0088,1.0088,1.0203,0.0203,,,,,,,,,,,,
48,Fejlõdõ ázsiai részvény eszközalap,2025-06-05,1.9589,2025-06-06,1.9594,0.0003,1.0003,1.021,0.021,,,,,,,,,,,,
49,Fenntartható növekedés részvény eszk.,2025-06-05,3.0311,2025-06-06,3.0222,-0.003,0.997,1.0067,0.0067,,,,,,,,,,,,
50,Globális egészségügyi részvény eszk.,2025-06-05,3.2025,2025-06-06,3.1818,-0.0065,0.9935,1.008,0.008,,,,,,,,,,,,
51,Globális növekedési részvény eszközalap,2025-06-05,2.2886,2025-06-06,2.2784,-0.0045,0.9955,0.9994,-0.0006,,,,,,,,,,,,
52,Kiegyensúlyozott vegyes eszközalap - D,2025-06-05,1.3728,2025-06-06,1.3689,-0.0028,0.9972,1.0012,0.0012,,,,,,,,,,,,
53,Latin-amerikai részvény eszközalap,2025-06-05,1.0992,2025-06-06,1.0913,-0.0072,0.9928,1.0067,0.0067,,,,,,,,,,,,
54,Magas kötvény arányú vegyes eszk. - D,2025-06-05,1.0936,2025-06-06,1.0901,-0.0031,0.9969,0.9989,-0.0011,,,,,,,,,,,,
55,Magas védelmû vegyes eszközalap,2025-06-05,1.0933,2025-06-06,1.0936,0.0002,1.0002,1.0019,0.0019,,,,,,,,,,,,
56,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-05,3.3293,2025-06-06,3.2921,-0.0112,0.9888,0.9937,-0.0063,,,,,,,,,,,,
57,Nyersanyagpiaci részvény eszközalap,2025-06-05,1.3232,2025-06-06,1.3267,0.0026,1.0026,1.0134,0.0134,,,,,,,,,,,,
58,Presztízs- és luxusmárkák rv. ea.,2025-06-05,3.3993,2025-06-06,3.3517,-0.014,0.986,1.0032,0.0032,,,,,,,,,,,,
59,USA részvény eszközalap,2025-06-05,4.1499,2025-06-06,4.123,-0.0065,0.9935,1.0004,0.0004,,,,,,,,,,,,
60,Ázsia kötvény eszközalap,2025-06-05,2.2305,2025-06-06,2.2348,0.0019,1.0019,1.0044,0.0044,,,,,,,,,,,,
61,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-06,0.9234,2025-06-07,0.9252,0.0019,1.0019,1.0042,0.0042,,,,,,,,,,,,
62,Euró likviditás eszközalap - D,2025-06-06,0.9236,2025-06-07,0.9238,0.0001,1.0001,0.9988,-0.0012,,,,,,,,,,,,
63,Európai ingatlancégek részv. eszközalap,2025-06-06,1.8852,2025-06-07,1.8871,0.001,1.001,0.994,-0.006,,,,,,,,,,,,
64,Európai kötvény eszközalap - D,2025-06-06,1.2294,2025-06-07,1.2311,0.0013,1.0013,0.9978,-0.0022,,,,,,,,,,,,
65,Európai részvény eszközalap,2025-06-06,2.5446,2025-06-07,2.5542,0.0038,1.0038,1.0132,0.0132,,,,,,,,,,,,
66,Európai vállalati kötvény eszközalap,2025-06-06,1.308,2025-06-07,1.3107,0.002,1.002,0.9985,-0.0015,,,,,,,,,,,,
67,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-06,1.0333,2025-06-07,1.0344,0.0011,1.0011,1.0215,0.0215,,,,,,,,,,,,
68,Fejlõdõ ázsiai részvény eszközalap,2025-06-06,1.9594,2025-06-07,1.9717,0.0062,1.0062,1.0273,0.0273,,,,,,,,,,,,
69,Fenntartható növekedés részvény eszk.,2025-06-06,3.0222,2025-06-07,3.0579,0.0118,1.0118,1.0186,0.0186,,,,,,,,,,,,
70,Globális egészségügyi részvény eszk.,2025-06-06,3.1818,2025-06-07,3.2178,0.0113,1.0113,1.0194,0.0194,,,,,,,,,,,,
71,Globális növekedési részvény eszközalap,2025-06-06,2.2784,2025-06-07,2.2956,0.0076,1.0076,1.007,0.007,,,,,,,,,,,,
72,Kiegyensúlyozott vegyes eszközalap - D,2025-06-06,1.3689,2025-06-07,1.3737,0.0035,1.0035,1.0047,0.0047,,,,,,,,,,,,
73,Latin-amerikai részvény eszközalap,2025-06-06,1.0913,2025-06-07,1.0903,-0.0009,0.9991,1.0058,0.0058,,,,,,,,,,,,
74,Magas kötvény arányú vegyes eszk. - D,2025-06-06,1.0901,2025-06-07,1.0927,0.0023,1.0023,1.0012,0.0012,,,,,,,,,,,,
75,Magas védelmû vegyes eszközalap,2025-06-06,1.0936,2025-06-07,1.0942,0.0006,1.0006,1.0025,0.0025,,,,,,,,,,,,
76,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-06,3.2921,2025-06-07,3.2956,0.0011,1.0011,0.9947,-0.0053,,,,,,,,,,,,
77,Nyersanyagpiaci részvény eszközalap,2025-06-06,1.3267,2025-06-07,1.3242,-0.0019,0.9981,1.0114,0.0114,,,,,,,,,,,,
78,Presztízs- és luxusmárkák rv. ea.,2025-06-06,3.3517,2025-06-07,3.3461,-0.0017,0.9983,1.0015,0.0015,,,,,,,,,,,,
79,USA részvény eszközalap,2025-06-06,4.123,2025-06-07,4.1833,0.0146,1.0146,1.015,0.015,,,,,,,,,,,,
80,Ázsia kötvény eszközalap,2025-06-06,2.2348,2025-06-07,2.2331,-0.0007,0.9993,1.0037,0.0037,,,,,,,,,,,,
81,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-07,0.9252,2025-06-07,0.9252,0.0,1.0,1.0042,0.0042,,,,,,,,,,,,
82,Euró likviditás eszközalap - D,2025-06-07,0.9238,2025-06-07,0.9238,0.0,1.0,0.9988,-0.0012,,,,,,,,,,,,
83,Európai ingatlancégek részv. eszközalap,2025-06-07,1.8871,2025-06-07,1.8871,0.0,1.0,0.994,-0.006,,,,,,,,,,,,
84,Európai kötvény eszközalap - D,2025-06-07,1.2311,2025-06-07,1.2311,0.0,1.0,0.9978,-0.0022,,,,,,,,,,,,
85,Európai részvény eszközalap,2025-06-07,2.5542,2025-06-07,2.5542,0.0,1.0,1.0132,0.0132,,,,,,,,,,,,
86,Európai vállalati kötvény eszközalap,2025-06-07,1.3107,2025-06-07,1.3107,0.0,1.0,0.9985,-0.0015,,,,,,,,,,,,
87,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-07,1.0344,2025-06-07,1.0344,0.0,1.0,1.0215,0.0215,,,,,,,,,,,,
88,Fejlõdõ ázsiai részvény eszközalap,2025-06-07,1.9717,2025-06-07,1.9717,0.0,1.0,1.0273,0.0273,,,,,,,,,,,,
89,Fenntartható növekedés részvény eszk.,2025-06-07,3.0579,2025-06-07,3.0579,0.0,1.0,1.0186,0.0186,,,,,,,,,,,,
90,Globális egészségügyi részvény eszk.,2025-06-07,3.2178,2025-06-07,3.2178,0.0,1.0,1.0194,0.0194,,,,,,,,,,,,
91,Globális növekedési részvény eszközalap,2025-06-07,2.2956,2025-06-07,2.2956,0.0,1.0,1.007,0.007,,,,,,,,,,,,
92,Kiegyensúlyozott vegyes eszközalap - D,2025-06-07,1.3737,2025-06-07,1.3737,0.0,1.0,1.0047,0.0047,,,,,,,,,,,,
93,Latin-amerikai részvény eszközalap,2025-06-07,1.0903,2025-06-07,1.0903,0.0,1.0,1.0058,0.0058,,,,,,,,,,,,
94,Magas kötvény arányú vegyes eszk. - D,2025-06-07,1.0927,2025-06-07,1.0927,0.0,1.0,1.0012,0.0012,,,,,,,,,,,,
95,Magas védelmû vegyes eszközalap,2025-06-07,1.0942,2025-06-07,1.0942,0.0,1.0,1.0025,0.0025,,,,,,,,,,,,
96,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-07,3.2956,2025-06-07,3.2956,0.0,1.0,0.9947,-0.0053,,,,,,,,,,,,
97,Nyersanyagpiaci részvény eszközalap,2025-06-07,1.3242,2025-06-07,1.3242,0.0,1.0,1.0114,0.0114,,,,,,,,,,,,
98,Presztízs- és luxusmárkák rv. ea.,2025-06-07,3.3461,2025-06-07,3.3461,0.0,1.0,1.0015,0.0015,,,,,,,,,,,,
99,USA részvény eszközalap,2025-06-07,4.1833,2025-06-07,4.1833,0.0,1.0,1.015,0.015,,,,,,,,,,,,
100,Ázsia kötvény eszközalap,2025-06-07,2.2331,2025-06-07,2.2331,0.0,1.0,1.0037,0.0037,,,,,,,,,,,,
101,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-08,0.9252,2025-06-08,0.9252,0.0,1.0,1.0042,0.0042,,,,,,,,,,,,
102,Euró likviditás eszközalap - D,2025-06-08,0.9238,2025-06-08,0.9238,0.0,1.0,0.9988,-0.0012,,,,,,,,,,,,
103,Európai ingatlancégek részv. eszközalap,2025-06-08,1.8871,2025-06-08,1.8871,0.0,1.0,0.994,-0.006,,,,,,,,,,,,
104,Európai kötvény eszközalap - D,2025-06-08,1.2311,2025-06-08,1.2311,0.0,1.0,0.9978,-0.0022,,,,,,,,,,,,
105,Európai részvény eszközalap,2025-06-08,2.5542,2025-06-08,2.5542,0.0,1.0,1.0132,0.0132,,,,,,,,,,,,
106,Európai vállalati kötvény eszközalap,2025-06-08,1.3107,2025-06-08,1.3107,0.0,1.0,0.9985,-0.0015,,,,,,,,,,,,
107,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-08,1.0344,2025-06-08,1.0344,0.0,1.0,1.0215,0.0215,,,,,,,,,,,,
108,Fejlõdõ ázsiai részvény eszközalap,2025-06-08,1.9717,2025-06-08,1.9717,0.0,1.0,1.0273,0.0273,,,,,,,,,,,,
109,Fenntartható növekedés részvény eszk.,2025-06-08,3.0579,2025-06-08,3.0579,0.0,1.0,1.0186,0.0186,,,,,,,,,,,,
110,Globális egészségügyi részvény eszk.,2025-06-08,3.2178,2025-06-08,3.2178,0.0,1.0,1.0194,0.0194,,,,,,,,,,,,
111,Globális növekedési részvény eszközalap,2025-06-08,2.2956,2025-06-08,2.2956,0.0,1.0,1.007,0.007,,,,,,,,,,,,
112,Kiegyensúlyozott vegyes eszközalap - D,2025-06-08,1.3737,2025-06-08,1.3737,0.0,1.0,1.0047,0.0047,,,,,,,,,,,,
113,Latin-amerikai részvény eszközalap,2025-06-08,1.0903,2025-06-08,1.0903,0.0,1.0,1.0058,0.0058,,,,,,,,,,,,
114,Magas kötvény arányú vegyes eszk. - D,2025-06-08,1.0927,2025-06-08,1.0927,0.0,1.0,1.0012,0.0012,,,,,,,,,,,,
115,Magas védelmû vegyes eszközalap,2025-06-08,1.0942,2025-06-08,1.0942,0.0,1.0,1.0025,0.0025,,,,,,,,,,,,
116,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-08,3.2956,2025-06-08,3.2956,0.0,1.0,0.9947,-0.0053,,,,,,,,,,,,
117,Nyersanyagpiaci részvény eszközalap,2025-06-08,1.3242,2025-06-08,1.3242,0.0,1.0,1.0114,0.0114,,,,,,,,,,,,
118,Presztízs- és luxusmárkák rv. ea.,2025-06-08,3.3461,2025-06-08,3.3461,0.0,1.0,1.0015,0.0015,,,,,,,,,,,,
119,USA részvény eszközalap,2025-06-08,4.1833,2025-06-08,4.1833,0.0,1.0,1.015,0.015,,,,,,,,,,,,
120,Ázsia kötvény eszközalap,2025-06-08,2.2331,2025-06-08,2.2331,0.0,1.0,1.0037,0.0037,,,,,,,,,,,,
121,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-09,0.9252,2025-06-09,0.9252,0.0,1.0,1.0042,0.0042,,,,,,,,,,,,
122,Euró likviditás eszközalap - D,2025-06-09,0.9238,2025-06-09,0.9238,0.0,1.0,0.9988,-0.0012,,,,,,,,,,,,
123,Európai ingatlancégek részv. eszközalap,2025-06-09,1.8871,2025-06-09,1.8871,0.0,1.0,0.994,-0.006,,,,,,,,,,,,
124,Európai kötvény eszközalap - D,2025-06-09,1.2311,2025-06-09,1.2311,0.0,1.0,0.9978,-0.0022,,,,,,,,,,,,
125,Európai részvény eszközalap,2025-06-09,2.5542,2025-06-09,2.5542,0.0,1.0,1.0132,0.0132,,,,,,,,,,,,
126,Európai vállalati kötvény eszközalap,2025-06-09,1.3107,2025-06-09,1.3107,0.0,1.0,0.9985,-0.0015,,,,,,,,,,,,
127,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-09,1.0344,2025-06-09,1.0344,0.0,1.0,1.0215,0.0215,,,,,,,,,,,,
128,Fejlõdõ ázsiai részvény eszközalap,2025-06-09,1.9717,2025-06-09,1.9717,0.0,1.0,1.0273,0.0273,,,,,,,,,,,,
129,Fenntartható növekedés részvény eszk.,2025-06-09,3.0579,2025-06-09,3.0579,0.0,1.0,1.0186,0.0186,,,,,,,,,,,,
130,Globális egészségügyi részvény eszk.,2025-06-09,3.2178,2025-06-09,3.2178,0.0,1.0,1.0194,0.0194,,,,,,,,,,,,
131,Globális növekedési részvény eszközalap,2025-06-09,2.2956,2025-06-09,2.2956,0.0,1.0,1.007,0.007,,,,,,,,,,,,
132,Kiegyensúlyozott vegyes eszközalap - D,2025-06-09,1.3737,2025-06-09,1.3737,0.0,1.0,1.0047,0.0047,,,,,,,,,,,,
133,Latin-amerikai részvény eszközalap,2025-06-09,1.0903,2025-06-09,1.0903,0.0,1.0,1.0058,0.0058,,,,,,,,,,,,
134,Magas kötvény arányú vegyes eszk. - D,2025-06-09,1.0927,2025-06-09,1.0927,0.0,1.0,1.0012,0.0012,,,,,,,,,,,,
135,Magas védelmû vegyes eszközalap,2025-06-09,1.0942,2025-06-09,1.0942,0.0,1.0,1.0025,0.0025,,,,,,,,,,,,
136,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-09,3.2956,2025-06-09,3.2956,0.0,1.0,0.9947,-0.0053,,,,,,,,,,,,
137,Nyersanyagpiaci részvény eszközalap,2025-06-09,1.3242,2025-06-09,1.3242,0.0,1.0,1.0114,0.0114,,,,,,,,,,,,
138,Presztízs- és luxusmárkák rv. ea.,2025-06-09,3.3461,2025-06-09,3.3461,0.0,1.0,1.0015,0.0015,,,,,,,,,,,,
139,USA részvény eszközalap,2025-06-09,4.1833,2025-06-09,4.1833,0.0,1.0,1.015,0.015,,,,,,,,,,,,
140,Ázsia kötvény eszközalap,2025-06-09,2.2331,2025-06-09,2.2331,0.0,1.0,1.0037,0.0037,,,,,,,,,,,,
141,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-10,0.9252,2025-06-10,0.9252,0.0,1.0,1.0042,0.0042,,,,,,,,,,,,
142,Euró likviditás eszközalap - D,2025-06-10,0.9238,2025-06-10,0.9238,0.0,1.0,0.9988,-0.0012,,,,,,,,,,,,
143,Európai ingatlancégek részv. eszközalap,2025-06-10,1.8871,2025-06-10,1.8871,0.0,1.0,0.994,-0.006,,,,,,,,,,,,
144,Európai kötvény eszközalap - D,2025-06-10,1.2311,2025-06-10,1.2311,0.0,1.0,0.9978,-0.0022,,,,,,,,,,,,
145,Európai részvény eszközalap,2025-06-10,2.5542,2025-06-10,2.5542,0.0,1.0,1.0132,0.0132,,,,,,,,,,,,
146,Európai vállalati kötvény eszközalap,2025-06-10,1.3107,2025-06-10,1.3107,0.0,1.0,0.9985,-0.0015,,,,,,,,,,,,
147,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-10,1.0344,2025-06-10,1.0344,0.0,1.0,1.0215,0.0215,,,,,,,,,,,,
148,Fejlõdõ ázsiai részvény eszközalap,2025-06-10,1.9717,2025-06-10,1.9717,0.0,1.0,1.0273,0.0273,,,,,,,,,,,,
149,Fenntartható növekedés részvény eszk.,2025-06-10,3.0579,2025-06-10,3.0579,0.0,1.0,1.0186,0.0186,,,,,,,,,,,,
150,Globális egészségügyi részvény eszk.,2025-06-10,3.2178,2025-06-10,3.2178,0.0,1.0,1.0194,0.0194,,,,,,,,,,,,
151,Globális növekedési részvény eszközalap,2025-06-10,2.2956,2025-06-10,2.2956,0.0,1.0,1.007,0.007,,,,,,,,,,,,
152,Kiegyensúlyozott vegyes eszközalap - D,2025-06-10,1.3737,2025-06-10,1.3737,0.0,1.0,1.0047,0.0047,,,,,,,,,,,,
153,Latin-amerikai részvény eszközalap,2025-06-10,1.0903,2025-06-10,1.0903,0.0,1.0,1.0058,0.0058,,,,,,,,,,,,
154,Magas kötvény arányú vegyes eszk. - D,2025-06-10,1.0927,2025-06-10,1.0927,0.0,1.0,1.0012,0.0012,,,,,,,,,,,,
155,Magas védelmû vegyes eszközalap,2025-06-10,1.0942,2025-06-10,1.0942,0.0,1.0,1.0025,0.0025,,,,,,,,,,,,
156,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-10,3.2956,2025-06-10,3.2956,0.0,1.0,0.9947,-0.0053,,,,,,,,,,,,
157,Nyersanyagpiaci részvény eszközalap,2025-06-10,1.3242,2025-06-10,1.3242,0.0,1.0,1.0114,0.0114,,,,,,,,,,,,
158,Presztízs- és luxusmárkák rv. ea.,2025-06-10,3.3461,2025-06-10,3.3461,0.0,1.0,1.0015,0.0015,,,,,,,,,,,,
159,USA részvény eszközalap,2025-06-10,4.1833,2025-06-10,4.1833,0.0,1.0,1.015,0.015,,,,,,,,,,,,
160,Ázsia kötvény eszközalap,2025-06-10,2.2331,2025-06-10,2.2331,0.0,1.0,1.0037,0.0037,,,,,,,,,,,,
161,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-11,0.9274,2025-06-12,0.9269,-0.0005,0.9995,1.0037,0.0037,,,,,,,,,,,,
162,Euró likviditás eszközalap - D,2025-06-11,0.9242,2025-06-12,0.9244,0.0002,1.0002,0.999,-0.001,,,,,,,,,,,,
163,Európai ingatlancégek részv. eszközalap,2025-06-11,1.9182,2025-06-12,1.9028,-0.008,0.992,0.9861,-0.0139,,,,,,,,,,,,
164,Európai kötvény eszközalap - D,2025-06-11,1.2348,2025-06-12,1.2347,-0.0001,0.9999,0.9977,-0.0023,,,,,,,,,,,,
165,Európai részvény eszközalap,2025-06-11,2.5457,2025-06-12,2.5379,-0.0031,0.9969,1.01,0.01,,,,,,,,,,,,
166,Európai vállalati kötvény eszközalap,2025-06-11,1.3144,2025-06-12,1.315,0.0004,1.0004,0.9989,-0.0011,,,,,,,,,,,,
167,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-11,1.0445,2025-06-12,1.0449,0.0004,1.0004,1.0219,0.0219,,,,,,,,,,,,
168,Fejlõdõ ázsiai részvény eszközalap,2025-06-11,1.9921,2025-06-12,2.0003,0.0041,1.0041,1.0315,0.0315,,,,,,,,,,,,
169,Fenntartható növekedés részvény eszk.,2025-06-11,3.0576,2025-06-12,3.0372,-0.0067,0.9933,1.0117,0.0117,,,,,,,,,,,,
170,Globális egészségügyi részvény eszk.,2025-06-11,3.2279,2025-06-12,3.2433,0.0048,1.0048,1.0243,0.0243,,,,,,,,,,,,
171,Globális növekedési részvény eszközalap,2025-06-11,2.2857,2025-06-12,2.2729,-0.0056,0.9944,1.0013,0.0013,,,,,,,,,,,,
172,Kiegyensúlyozott vegyes eszközalap - D,2025-06-11,1.3786,2025-06-12,1.3766,-0.0015,0.9985,1.0032,0.0032,,,,,,,,,,,,
173,Latin-amerikai részvény eszközalap,2025-06-11,1.0931,2025-06-12,1.0979,0.0044,1.0044,1.0103,0.0103,,,,,,,,,,,,
174,Magas kötvény arányú vegyes eszk. - D,2025-06-11,1.0962,2025-06-12,1.0953,-0.0008,0.9992,1.0004,0.0004,,,,,,,,,,,,
175,Magas védelmû vegyes eszközalap,2025-06-11,1.0941,2025-06-12,1.0928,-0.0012,0.9988,1.0013,0.0013,,,,,,,,,,,,
176,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-11,3.2885,2025-06-12,3.263,-0.0078,0.9922,0.987,-0.013,,,,,,,,,,,,
177,Nyersanyagpiaci részvény eszközalap,2025-06-11,1.3292,2025-06-12,1.3235,-0.0043,0.9957,1.0071,0.0071,,,,,,,,,,,,
178,Presztízs- és luxusmárkák rv. ea.,2025-06-11,3.3829,2025-06-12,3.379,-0.0011,0.9989,1.0004,0.0004,,,,,,,,,,,,
179,USA részvény eszközalap,2025-06-11,4.185,2025-06-12,4.1511,-0.0081,0.9919,1.0068,0.0068,,,,,,,,,,,,
180,Ázsia kötvény eszközalap,2025-06-11,2.2359,2025-06-12,2.2315,-0.002,0.998,1.0017,0.0017,,,,,,,,,,,,
181,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-12,0.9269,2025-06-13,0.9271,0.0002,1.0002,1.0039,0.0039,,,,,,,,,,,,
182,Euró likviditás eszközalap - D,2025-06-12,0.9244,2025-06-13,0.9246,0.0003,1.0003,0.9993,-0.0007,,,,,,,,,,,,
183,Európai ingatlancégek részv. eszközalap,2025-06-12,1.9028,2025-06-13,1.8855,-0.0091,0.9909,0.9771,-0.0229,,,,,,,,,,,,
184,Európai kötvény eszközalap - D,2025-06-12,1.2347,2025-06-13,1.2372,0.0021,1.0021,0.9998,-0.0002,,,,,,,,,,,,
185,Európai részvény eszközalap,2025-06-12,2.5379,2025-06-13,2.5238,-0.0056,0.9944,1.0044,0.0044,,,,,,,,,,,,
186,Európai vállalati kötvény eszközalap,2025-06-12,1.315,2025-06-13,1.3169,0.0015,1.0015,1.0004,0.0004,,,,,,,,,,,,
187,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-12,1.0449,2025-06-13,1.0317,-0.0126,0.9874,1.009,0.009,,,,,,,,,,,,
188,Fejlõdõ ázsiai részvény eszközalap,2025-06-12,2.0003,2025-06-13,1.9879,-0.0062,0.9938,1.0251,0.0251,,,,,,,,,,,,
189,Fenntartható növekedés részvény eszk.,2025-06-12,3.0372,2025-06-13,3.016,-0.007,0.993,1.0047,0.0047,,,,,,,,,,,,
190,Globális egészségügyi részvény eszk.,2025-06-12,3.2433,2025-06-13,3.2459,0.0008,1.0008,1.0252,0.0252,,,,,,,,,,,,
191,Globális növekedési részvény eszközalap,2025-06-12,2.2729,2025-06-13,2.2603,-0.0055,0.9945,0.9958,-0.0042,,,,,,,,,,,,
192,Kiegyensúlyozott vegyes eszközalap - D,2025-06-12,1.3766,2025-06-13,1.3734,-0.0023,0.9977,1.0009,0.0009,,,,,,,,,,,,
193,Latin-amerikai részvény eszközalap,2025-06-12,1.0979,2025-06-13,1.0894,-0.0078,0.9922,1.0024,0.0024,,,,,,,,,,,,
194,Magas kötvény arányú vegyes eszk. - D,2025-06-12,1.0953,2025-06-13,1.0953,0.0,1.0,1.0004,0.0004,,,,,,,,,,,,
195,Magas védelmû vegyes eszközalap,2025-06-12,1.0928,2025-06-13,1.0915,-0.0012,0.9988,1.0001,0.0001,,,,,,,,,,,,
196,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-12,3.263,2025-06-13,3.2431,-0.0061,0.9939,0.981,-0.019,,,,,,,,,,,,
197,Nyersanyagpiaci részvény eszközalap,2025-06-12,1.3235,2025-06-13,1.3134,-0.0076,0.9924,0.9994,-0.0006,,,,,,,,,,,,
198,Presztízs- és luxusmárkák rv. ea.,2025-06-12,3.379,2025-06-13,3.3246,-0.0161,0.9839,0.9843,-0.0157,,,,,,,,,,,,
199,USA részvény eszközalap,2025-06-12,4.1511,2025-06-13,4.1246,-0.0064,0.9936,1.0004,0.0004,,,,,,,,,,,,
200,Ázsia kötvény eszközalap,2025-06-12,2.2315,2025-06-13,2.2139,-0.0079,0.9921,0.9938,-0.0062,,,,,,,,,,,,
201,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-13,0.9271,2025-06-14,0.9212,-0.0064,0.9936,0.9975,-0.0025,,,,,,,,,,,,
202,Euró likviditás eszközalap - D,2025-06-13,0.9246,2025-06-14,0.9239,-0.0008,0.9992,0.9985,-0.0015,,,,,,,,,,,,
203,Európai ingatlancégek részv. eszközalap,2025-06-13,1.8855,2025-06-14,1.8682,-0.0092,0.9908,0.9681,-0.0319,,,,,,,,,,,,
204,Európai kötvény eszközalap - D,2025-06-13,1.2372,2025-06-14,1.2323,-0.004,0.996,0.9958,-0.0042,,,,,,,,,,,,
205,Európai részvény eszközalap,2025-06-13,2.5238,2025-06-14,2.4953,-0.0113,0.9887,0.993,-0.007,,,,,,,,,,,,
206,Európai vállalati kötvény eszközalap,2025-06-13,1.3169,2025-06-14,1.3126,-0.0032,0.9968,0.9972,-0.0028,,,,,,,,,,,,
207,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-13,1.0317,2025-06-14,1.0204,-0.0109,0.9891,0.998,-0.002,,,,,,,,,,,,
208,Fejlõdõ ázsiai részvény eszközalap,2025-06-13,1.9879,2025-06-14,1.9842,-0.0019,0.9981,1.0232,0.0232,,,,,,,,,,,,
209,Fenntartható növekedés részvény eszk.,2025-06-13,3.016,2025-06-14,2.9848,-0.0103,0.9897,0.9943,-0.0057,,,,,,,,,,,,
210,Globális egészségügyi részvény eszk.,2025-06-13,3.2459,2025-06-14,3.2484,0.0008,1.0008,1.026,0.026,,,,,,,,,,,,
211,Globális növekedési részvény eszközalap,2025-06-13,2.2603,2025-06-14,2.2411,-0.0085,0.9915,0.9874,-0.0126,,,,,,,,,,,,
212,Kiegyensúlyozott vegyes eszközalap - D,2025-06-13,1.3734,2025-06-14,1.3651,-0.006,0.994,0.9949,-0.0051,,,,,,,,,,,,
